_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,audience,bias,message,audience_gold,bias_gold,bioid,embed,id,label,message_gold,source,text
858943810,1/12/2016 05:53:59,1856776125,1/12/2016 05:37:51,false,cf_internal,1.0,35962124,USA,NY,Brooklyn,74.73.227.51,constituency,neutral,constituency,,,C001036,"<blockquote class=""twitter-tweet"" width=""450""><p>.@CPMensSoccer and @UCSBMensSoccer will open the 2014 #BlueGreenRivalry series this Saturday at UCSB. Good luck to both teams!</p> Lois Capps (@RepLoisCapps) <a href='https://twitter.com/RepLoisCapps/status/525742532698079232'>2014-10-24 16:16:02</a></blockquote>",525742532698079232,From: Lois Capps (Representative from California),,twitter,.@CPMensSoccer and @UCSBMensSoccer will open the 2014 #BlueGreenRivalry series this Saturday at UCSB. Good luck to both teams!
858943812,1/11/2016 16:43:15,1855932460,1/11/2016 16:37:46,false,cf_internal,1.0,35942814,USA,NY,New York,104.131.75.86,national,neutral,information,,,G000552,"<blockquote class=""twitter-tweet"" width=""450""><p>Report: #Obama Has Missed over Half His Second-Term Daily Intel Briefings http://t.co/HS82o8IWCl via @BreitbartNews</p> Louie Gohmert (@replouiegohmert) <a href='https://twitter.com/replouiegohmert/status/516959624457912320'>2014-09-30 10:35:53</a></blockquote>",516959624457912320,From: Louie Gohmert (Representative from Texas),,twitter,Report: #Obama Has Missed over Half His Second-Term Daily Intel Briefings http://t.co/HS82o8IWCl via @BreitbartNews
858943813,1/8/2016 20:56:27,1853350615,1/8/2016 20:48:23,false,cf_internal,1.0,35908969,USA,NY,New York,216.165.95.67,constituency,neutral,constituency,,,P000606,"<blockquote class=""twitter-tweet"" width=""450""><p>#Constitution requires the President to consult Congress before military action in #Syria http://t.co/dxrC5jDDYQ</p> Rep Robert Pittenger (@RepPittenger) <a href='https://twitter.com/RepPittenger/status/372807162772213760'>2013-08-28 15:45:28</a></blockquote>",372807162772213760,From: Robert Pittenger (Representative from North Carolina),,twitter,#Constitution requires the President to consult Congress before military action in #Syria http://t.co/dxrC5jDDYQ
858943818,1/9/2016 22:37:12,1855007244,1/9/2016 22:33:31,false,cf_internal,1.0,35926774,USA,NY,New York,216.165.95.69,national,neutral,personal,,,R000583,"<blockquote class=""twitter-tweet"" width=""450""><p>Tara &amp; I send our thoughts &amp; prayers to the family, esp 5 children, of Polk County Sheriff's Deputy Shane Robbins http://t.co/ZZmyps4OnF</p> Tom Rooney (@TomRooney) <a href='https://twitter.com/TomRooney/status/327864324783738880'>2013-04-26 15:18:41</a></blockquote>",327864324783738880,From: Tom Rooney (Representative from Florida),,twitter,"Tara &amp; I send our thoughts &amp; prayers to the family, esp 5 children, of Polk County Sheriff's Deputy Shane Robbins http://t.co/ZZmyps4OnF"
858943823,1/9/2016 16:29:29,1854754323,1/9/2016 16:26:02,false,cf_internal,1.0,35909411,USA,NY,New York,216.165.95.5,national,neutral,personal,,,S000364,"<blockquote class=""twitter-tweet"" width=""450""><p>Luke 2:32 A light to lighten the Gentiles, and the glory of thy people  Israel.</p> John Shimkus (@RepShimkus) <a href='https://twitter.com/RepShimkus/status/535418013064134656'>2014-11-20 08:02:56</a></blockquote>",535418013064134656,From: John Shimkus (Representative from Illinois),,twitter,"Luke 2:32 A light to lighten the Gentiles, and the glory of thy people  Israel."
858943829,1/11/2016 03:37:50,1855654391,1/11/2016 03:35:14,false,cf_internal,1.0,35909373,USA,NY,New York,216.165.95.79,constituency,neutral,personal,,,D000622,"<blockquote class=""twitter-tweet"" width=""450""><p>This week’s #DuckworthDiary: Experian visit, coffee with interns and the SAV Act. http://t.co/b7sDvqVrsP</p> Tammy Duckworth (@RepDuckworth) <a href='https://twitter.com/RepDuckworth/status/487718379055497216'>2014-07-11 18:01:37</a></blockquote>",487718379055497216,From: Tammy Duckworth (Representative from Illinois),,twitter,"This week’s #DuckworthDiary: Experian visit, coffee with interns and the SAV Act. http://t.co/b7sDvqVrsP"
858943830,1/9/2016 14:13:39,1854663659,1/9/2016 14:06:03,false,cf_internal,1.0,35909585,USA,NY,New York,216.165.95.2,national,neutral,information,,,B001242,"<blockquote class=""twitter-tweet"" width=""450""><p>#Medicare began 47 years ago today. Happy Anniversary #medicare!</p> Tim Bishop (@TimBishopNY) <a href='https://twitter.com/TimBishopNY/status/351708852292558848'>2013-07-01 10:28:19</a></blockquote>",351708852292558848,From: Timothy Bishop (Representative from New York),,twitter,#Medicare began 47 years ago today. Happy Anniversary #medicare!
858943832,1/9/2016 16:51:08,1854769093,1/9/2016 16:45:53,false,cf_internal,1.0,35909411,USA,NY,New York,216.165.95.5,national,partisan,policy,,,P000601,"<blockquote class=""twitter-tweet"" width=""450""><p>Today I supported some of the most serious reforms to a public assistance program since welfare reform in the 1990's: http://t.co/BXal3qXH2m</p> Cong. Steven Palazzo (@CongPalazzo) <a href='https://twitter.com/CongPalazzo/status/380824588407435264'>2013-09-19 18:43:51</a></blockquote>",380824588407435264,From: Steven Palazzo (Representative from Mississippi),,twitter,Today I supported some of the most serious reforms to a public assistance program since welfare reform in the 1990's: http://t.co/BXal3qXH2m
858943837,1/11/2016 02:12:39,1855633521,1/11/2016 02:10:16,false,cf_internal,1.0,35945313,USA,NY,New York,216.165.95.0,constituency,neutral,information,,,R000585,"<blockquote class=""twitter-tweet"" width=""450""><p>Four more town halls tomorrow: http://t.co/9Z4N0F0jTS</p> Tom Reed (@RepTomReed) <a href='https://twitter.com/RepTomReed/status/431890216958164993'>2014-02-07 15:40:26</a></blockquote>",431890216958164993,From: Tom Reed (Representative from New York),,twitter,Four more town halls tomorrow: http://t.co/9Z4N0F0jTS
858943844,1/8/2016 20:59:53,1853364544,1/8/2016 20:56:28,false,cf_internal,1.0,35908969,USA,NY,New York,216.165.95.67,constituency,partisan,"policy
constituency",,,B001230,"<blockquote class=""twitter-tweet"" width=""450""><p>Over 30 yrs old. Working full time. Earning half their family's income. Meet the avg worker would benefit #With1010: http://t.co/0UxGF1yHYP</p> Sen. Tammy Baldwin (@SenatorBaldwin) <a href='https://twitter.com/SenatorBaldwin/status/520613482773770240'>2014-10-10 12:35:01</a></blockquote>",520613482773770240,From: Tammy Baldwin (Senator from Wisconsin),,twitter,Over 30 yrs old. Working full time. Earning half their family's income. Meet the avg worker would benefit #With1010: http://t.co/0UxGF1yHYP
858943847,1/9/2016 22:25:50,1855001058,1/9/2016 22:18:16,false,cf_internal,1.0,35926774,USA,NY,New York,216.165.95.69,national,partisan,"attack
support",,,G000386,"<blockquote class=""twitter-tweet"" width=""450""><p>Israel military protects civilians/seeks to not harm noncombatants On contrary Hamas uses civilians as human shields as they go4 Israelis</p> ChuckGrassley (@ChuckGrassley) <a href='https://twitter.com/ChuckGrassley/status/493043175187947521'>2014-07-26 10:40:27</a></blockquote>",493043175187947521,From: Charles Grassley (Senator from Iowa),,twitter,Israel military protects civilians/seeks to not harm noncombatants On contrary Hamas uses civilians as human shields as they go4 Israelis
858943850,1/11/2016 01:29:38,1855622828,1/11/2016 01:24:22,false,cf_internal,1.0,35944293,USA,NY,New York,216.165.95.79,constituency,neutral,constituency,,,B001256,"<blockquote class=""twitter-tweet"" width=""450""><p>Look forward to helping break ground on the Sherburne National Wildlife Refuge's education building on Monday http://t.co/kJBnScane8</p> Michele Bachmann (@MicheleBachmann) <a href='https://twitter.com/MicheleBachmann/status/513079284676952064'>2014-09-19 17:36:48</a></blockquote>",513079284676952064,From: Michele Bachmann (Representative from Minnesota),,twitter,Look forward to helping break ground on the Sherburne National Wildlife Refuge's education building on Monday http://t.co/kJBnScane8
858943852,1/11/2016 02:12:39,1855633516,1/11/2016 02:10:16,false,cf_internal,1.0,35945313,USA,NY,New York,216.165.95.0,constituency,neutral,information,,,H001066,"<blockquote class=""twitter-tweet"" width=""450""><p>Great meeting with members of the Nevada @VFWHQ today! Thank you for your service! http://t.co/ubUacx3rsv</p> Rep. Steven Horsford (@RepHorsford) <a href='https://twitter.com/RepHorsford/status/440958158316396544'>2014-03-04 16:13:12</a></blockquote>",440958158316396544,From: Steven Horsford (Representative from Nevada),,twitter,Great meeting with members of the Nevada @VFWHQ today! Thank you for your service! http://t.co/ubUacx3rsv
858943854,1/11/2016 16:59:58,1855940418,1/11/2016 16:52:57,false,cf_internal,1.0,35942814,USA,NY,New York,104.131.75.86,constituency,neutral,information,,,R000596,"<blockquote class=""twitter-tweet"" width=""450""><p>Big news http://t.co/M0aXwkZ7qg</p> Trey Radel (@treyradel) <a href='https://twitter.com/treyradel/status/357881503423803397'>2013-07-18 11:16:14</a></blockquote>",357881503423803397,From: Trey Radel (Representative from Florida),,twitter,Big news http://t.co/M0aXwkZ7qg
858943861,1/11/2016 02:25:01,1855637347,1/11/2016 02:21:09,false,cf_internal,1.0,35945313,USA,NY,New York,216.165.95.0,constituency,neutral,information,,,P000449,"<blockquote class=""twitter-tweet"" width=""450""><p>Enjoyed meeting employers, educators, and job seekers at my Energy Jobs Fair in St. Clairsville today. Great turnout! http://t.co/2XXmeWsTsD</p> Rob Portman (@robportman) <a href='https://twitter.com/robportman/status/515616321007276032'>2014-09-26 17:38:05</a></blockquote>",515616321007276032,From: Rob Portman (Senator from Ohio),,twitter,"Enjoyed meeting employers, educators, and job seekers at my Energy Jobs Fair in St. Clairsville today. Great turnout! http://t.co/2XXmeWsTsD"
858943862,1/11/2016 04:08:29,1855660799,1/11/2016 04:05:13,false,cf_internal,1.0,35909373,USA,NY,New York,216.165.95.79,national,neutral,information,,,L000576,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @nycjim: More from @Guardian: #NSA has direct access to systems of Google, Facebook, Apple &amp; other US internet giants. http://t.co/g1u4Y…</p> Billy Long (@auctnr1) <a href='https://twitter.com/auctnr1/status/342766477042139136'>2013-06-06 18:14:31</a></blockquote>",342766477042139136,From: Billy Long (Representative from Missouri),,twitter,"RT @nycjim: More from @Guardian: #NSA has direct access to systems of Google, Facebook, Apple &amp; other US internet giants. http://t.co/g1u4Y…"
858943864,1/11/2016 04:08:29,1855660798,1/11/2016 04:05:13,false,cf_internal,1.0,35909373,USA,NY,New York,216.165.95.79,national,partisan,information,,,M001137,"<blockquote class=""twitter-tweet"" width=""450""><p>The non-partisan CBO says House immigration reform bill reduces deficit by $900 billion http://t.co/PPfqzjVIaY I #DemandAVote</p>  Gregory Meeks (@GregoryMeeks) <a href='https://twitter.com/GregoryMeeks/status/448484440906694656'>2014-03-25 11:39:57</a></blockquote>",448484440906694656,From: Gregory Meeks (Representative from New York),,twitter,The non-partisan CBO says House immigration reform bill reduces deficit by $900 billion http://t.co/PPfqzjVIaY I #DemandAVote
858943865,1/11/2016 16:28:10,1855924937,1/11/2016 16:11:55,false,cf_internal,1.0,35942814,USA,NY,New York,104.131.75.86,constituency,neutral,personal,,,G000563,"<blockquote class=""twitter-tweet"" width=""450""><p>@mattdavis1012 Looking forward to our meeting. See you this week.</p> Rep. Bob Gibbs (@RepBobGibbs) <a href='https://twitter.com/RepBobGibbs/status/349587979418873856'>2013-06-25 14:00:43</a></blockquote>",349587979418873856,From: Bob Gibbs (Representative from Ohio),,twitter,@mattdavis1012 Looking forward to our meeting. See you this week.
858943870,1/11/2016 03:43:09,1855655376,1/11/2016 03:40:23,false,cf_internal,1.0,35909373,USA,NY,New York,216.165.95.79,national,neutral,personal,,,S000937,"<blockquote class=""twitter-tweet"" width=""450""><p>At @houseforeign hearing on resolution condemning abduction of female students by Boko Haram terrorists in Nigeria. http://t.co/aaFUXCL1Jf</p> Rep. Steve Stockman (@SteveWorks4You) <a href='https://twitter.com/SteveWorks4You/status/464782680077631488'>2014-05-09 11:03:20</a></blockquote>",464782680077631488,From: Steve Stockman (Representative from Texas),,twitter,At @houseforeign hearing on resolution condemning abduction of female students by Boko Haram terrorists in Nigeria. http://t.co/aaFUXCL1Jf
858943878,1/9/2016 16:51:08,1854769095,1/9/2016 16:45:53,false,cf_internal,1.0,35909411,USA,NY,New York,216.165.95.5,constituency,neutral,personal,,,H001068,"<blockquote class=""twitter-tweet"" width=""450""><p>At the famous Screamin' Mimi's Ice Cream in Sebastopol! http://t.co/xSfxiiRczg</p> Rep. Jared Huffman (@RepHuffman) <a href='https://twitter.com/RepHuffman/status/527569736205627392'>2014-10-29 17:16:41</a></blockquote>",527569736205627392,From: Jared Huffman (Representative from California),,twitter,At the famous Screamin' Mimi's Ice Cream in Sebastopol! http://t.co/xSfxiiRczg
858943879,1/11/2016 15:06:39,1855889289,1/11/2016 15:03:48,false,cf_internal,1.0,35909394,USA,NY,New York,216.165.95.1,national,partisan,"information
policy",,,F000062,"<blockquote class=""twitter-tweet"" width=""450""><p>PHOTO: Senate Judiciary Committee hearing on assault weapons right now. Tune in here: http://t.co/RQ3blHAgu6 #AWB2013 http://t.co/xVWB6g06cJ</p> Sen Dianne Feinstein (@SenFeinstein) <a href='https://twitter.com/SenFeinstein/status/306798790378143745'>2013-02-27 11:11:46</a></blockquote>",306798790378143745,From: Dianne Feinstein (Senator from California),,twitter,PHOTO: Senate Judiciary Committee hearing on assault weapons right now. Tune in here: http://t.co/RQ3blHAgu6 #AWB2013 http://t.co/xVWB6g06cJ
858943880,1/11/2016 15:30:50,1855898911,1/11/2016 15:27:04,false,cf_internal,1.0,35909394,USA,NY,New York,216.165.95.1,national,neutral,personal,,,H000874,"<blockquote class=""twitter-tweet"" width=""450""><p>Happy anniversary to @LULAC, which was founded on this day in 1929. I have been proud to work with you to ensure fairness and equality.</p> Steny Hoyer (@WhipHoyer) <a href='https://twitter.com/WhipHoyer/status/303247915525218304'>2013-02-17 16:01:51</a></blockquote>",303247915525218304,From: Steny Hoyer (Representative from Maryland),,twitter,"Happy anniversary to @LULAC, which was founded on this day in 1929. I have been proud to work with you to ensure fairness and equality."
858943883,1/10/2016 20:08:06,1855455299,1/10/2016 20:02:55,false,cf_internal,1.0,35909625,USA,NY,New York,216.165.95.1,constituency,partisan,"information
support
personal",,,V000129,"<blockquote class=""twitter-tweet"" width=""450""><p>Welcome to my official Congressional Twitter page! I am honored to serve the people of California's 21st District.</p> Rep. David Valadao (@RepDavidValadao) <a href='https://twitter.com/RepDavidValadao/status/299633447322923008'>2013-02-07 16:39:15</a></blockquote>",299633447322923008,From: David Valadao (Representative from California),,twitter,Welcome to my official Congressional Twitter page! I am honored to serve the people of California's 21st District.
858943884,1/10/2016 20:23:42,1855467365,1/10/2016 20:18:56,false,cf_internal,1.0,35909625,USA,NY,New York,216.165.95.1,national,neutral,"media
personal",,,K000367,"<blockquote class=""twitter-tweet"" width=""450""><p>Spoke to great group of women leaders at #WOLF10 celebration tonight. Congrats to @julienewrai on decade of bringing women together.</p> Amy Klobuchar (@amyklobuchar) <a href='https://twitter.com/amyklobuchar/status/520721112670687232'>2014-10-10 19:42:42</a></blockquote>",520721112670687232,From: Amy Klobuchar (Senator from Minnesota),,twitter,Spoke to great group of women leaders at #WOLF10 celebration tonight. Congrats to @julienewrai on decade of bringing women together.
858943885,1/11/2016 14:31:35,1855877627,1/11/2016 14:28:59,false,cf_internal,1.0,35942551,USA,NY,New York,216.165.95.2,constituency,partisan,information,,,B000755,"<blockquote class=""twitter-tweet"" width=""450""><p>Mike Carter came by today to talk about how Medicare fraud is affecting Texans and what we can do to… http://t.co/rAOHdu8sgB</p> RepKevinBrady (@RepKevinBrady) <a href='https://twitter.com/RepKevinBrady/status/459356012575993856'>2014-04-24 11:39:42</a></blockquote>",459356012575993856,From: Kevin Brady (Representative from Texas),,twitter,Mike Carter came by today to talk about how Medicare fraud is affecting Texans and what we can do to… http://t.co/rAOHdu8sgB
858943890,1/10/2016 17:22:01,1855388143,1/10/2016 17:18:09,false,cf_internal,1.0,35908969,USA,NY,Bronx,63.143.238.57,constituency,neutral,"information
constituency",,,B001259,"<blockquote class=""twitter-tweet"" width=""450""><p>Great visit with Nick Goodman at Monk's Coffee Shop in Dubuque. @Realtors http://t.co/FQyUKOyq1U</p> Bruce Braley (@BruceBraley) <a href='https://twitter.com/BruceBraley/status/307987324099239938'>2013-03-02 17:54:35</a></blockquote>",307987324099239938,From: Bruce Braley (Representative from Iowa),,twitter,Great visit with Nick Goodman at Monk's Coffee Shop in Dubuque. @Realtors http://t.co/FQyUKOyq1U
858943891,1/11/2016 14:33:39,1855878118,1/11/2016 14:31:37,false,cf_internal,1.0,35942551,USA,NY,New York,216.165.95.2,national,partisan,policy,,,E000288,"<blockquote class=""twitter-tweet"" width=""450""><p>Today is National Minimum Wage Day. Why do we need to #RaiseTheWage? The federal minimum wage hasn’t kept up with the cost of basic goods.</p> Rep. Keith Ellison (@keithellison) <a href='https://twitter.com/keithellison/status/520576659691687937'>2014-10-10 10:08:42</a></blockquote>",520576659691687937,From: Keith Ellison (Representative from Minnesota),,twitter,Today is National Minimum Wage Day. Why do we need to #RaiseTheWage? The federal minimum wage hasn’t kept up with the cost of basic goods.
858943894,1/11/2016 14:24:48,1855875161,1/11/2016 14:22:45,false,cf_internal,1.0,35942551,USA,NY,New York,216.165.95.2,national,partisan,attack,,,B001265,"<blockquote class=""twitter-tweet"" width=""450""><p>About to kick off @CNN Newsroom to continue discussion on my healthcare fix. Glad President has realized we need change</p> Senator Mark Begich (@SenatorBegich) <a href='https://twitter.com/SenatorBegich/status/401063060971855872'>2013-11-14 14:04:19</a></blockquote>",401063060971855872,From: Mark Begich (Senator from Alaska),,twitter,About to kick off @CNN Newsroom to continue discussion on my healthcare fix. Glad President has realized we need change
858943896,1/10/2016 17:08:53,1855382669,1/10/2016 17:05:25,false,cf_internal,1.0,35908969,USA,NY,Bronx,63.143.238.57,constituency,neutral,"constituency
media",,,J000255,"<blockquote class=""twitter-tweet"" width=""450""><p>Today, I had the pleasure of discussing religious liberty issues with the ACLJ's Executive Director Jordan Sekulow. http://t.co/Z2nN60Q3hl</p> Rep. Walter Jones (@RepWalterJones) <a href='https://twitter.com/RepWalterJones/status/344506332390518784'>2013-06-11 13:28:05</a></blockquote>",344506332390518784,From: Walter Jones (Representative from North Carolina),,twitter,"Today, I had the pleasure of discussing religious liberty issues with the ACLJ's Executive Director Jordan Sekulow. http://t.co/Z2nN60Q3hl"
858943898,1/11/2016 02:31:12,1855639337,1/11/2016 02:28:21,false,cf_internal,1.0,35945313,USA,NY,New York,216.165.95.0,constituency,partisan,"information
support",,,M001180,"<blockquote class=""twitter-tweet"" width=""450""><p>It's time to #CutWaste by choosing our national security over vacant federal properties: http://t.co/0rTaly45TW</p> David B. McKinley (@RepMcKinley) <a href='https://twitter.com/RepMcKinley/status/311833132183736320'>2013-03-13 09:36:26</a></blockquote>",311833132183736320,From: David McKinley (Representative from West Virginia),,twitter,It's time to #CutWaste by choosing our national security over vacant federal properties: http://t.co/0rTaly45TW
858943903,1/12/2016 05:19:20,1856725254,1/12/2016 05:15:40,false,cf_internal,1.0,35962124,USA,NY,Brooklyn,74.73.227.51,constituency,neutral,support,,,S001193,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @ciscohiker: Thinking if there was an award for the easiest congressman to access it would be my rep @RepSwalwell #niceguy</p> Rep. Eric Swalwell (@RepSwalwell) <a href='https://twitter.com/RepSwalwell/status/439882306665209856'>2014-03-01 16:58:09</a></blockquote>",439882306665209856,From: Eric Swalwell (Representative from California),,twitter,RT @ciscohiker: Thinking if there was an award for the easiest congressman to access it would be my rep @RepSwalwell #niceguy
858943905,1/11/2016 02:46:46,1855643267,1/11/2016 02:42:47,false,cf_internal,1.0,35944293,USA,NY,New York,216.165.95.79,constituency,neutral,"information
mobilization",,,B001261,"<blockquote class=""twitter-tweet"" width=""450""><p>Bobbi &amp; l look forward to cheering on the @KomenWY #RaceForTheCure participants in Cheyenne Saturday—If you’re in town please join us.</p> Sen. John Barrasso (@SenJohnBarrasso) <a href='https://twitter.com/SenJohnBarrasso/status/497848885621293057'>2014-08-08 16:56:38</a></blockquote>",497848885621293057,From: John Barrasso (Senator from Wyoming),,twitter,Bobbi &amp; l look forward to cheering on the @KomenWY #RaceForTheCure participants in Cheyenne Saturday—If you’re in town please join us.
858943907,1/11/2016 14:29:57,1855877026,1/11/2016 14:27:37,false,cf_internal,1.0,35951410,USA,NY,New York,216.165.95.79,national,neutral,media,,,A000360,"<blockquote class=""twitter-tweet"" width=""450""><p>Tune in now: On @FoxNews @foxandfriends to discuss #Sebelius in a couple mins.</p> Sen. Lamar Alexander (@SenAlexander) <a href='https://twitter.com/SenAlexander/status/341896528421588992'>2013-06-04 08:37:39</a></blockquote>",341896528421588992,From: Lamar Alexander (Senator from Tennessee),,twitter,Tune in now: On @FoxNews @foxandfriends to discuss #Sebelius in a couple mins.
858943908,1/9/2016 13:17:13,1854626792,1/9/2016 13:09:16,false,cf_internal,1.0,35909585,USA,NY,New York,216.165.95.2,constituency,neutral,"information
policy
constituency",,,W000815,"<blockquote class=""twitter-tweet"" width=""450""><p>HR 2019, the Kids First Research Act, moves taxpayer $ from financing pres. campaigns to fund pediatric research @NIH http://t.co/rD2XAZHKE8</p> Brad Wenstrup (@RepBradWenstrup) <a href='https://twitter.com/RepBradWenstrup/status/411590758353731584'>2013-12-13 15:17:38</a></blockquote>",411590758353731584,From: Brad Wenstrup (Representative from Ohio),,twitter,"HR 2019, the Kids First Research Act, moves taxpayer $ from financing pres. campaigns to fund pediatric research @NIH http://t.co/rD2XAZHKE8"
858943918,1/9/2016 23:42:59,1855039365,1/9/2016 23:38:22,false,cf_internal,1.0,35926774,USA,NY,New York,216.165.95.69,constituency,neutral,constituency,,,H001055,"<blockquote class=""twitter-tweet"" width=""450""><p>.@grouchyjohns Thanx for hosting this morning. Always a good time speaking w folks over a great Cup of Joe! #NV03 http://t.co/gq9FgCtbAv</p> Congressman Joe Heck (@RepJoeHeck) <a href='https://twitter.com/RepJoeHeck/status/498873092316598273'>2014-08-11 12:46:28</a></blockquote>",498873092316598273,From: Joe Heck (Representative from Nevada),,twitter,.@grouchyjohns Thanx for hosting this morning. Always a good time speaking w folks over a great Cup of Joe! #NV03 http://t.co/gq9FgCtbAv
858943921,1/11/2016 00:17:34,1855602745,1/11/2016 00:07:16,false,cf_internal,1.0,35941282,USA,NY,New York,216.165.95.79,national,neutral,personal,,,C001087,"<blockquote class=""twitter-tweet"" width=""450""><p>Happy birthday, @JohnBoozman, hope you have many more!</p> Rep Rick Crawford (@RepRickCrawford) <a href='https://twitter.com/RepRickCrawford/status/410456635354931200'>2013-12-10 12:11:02</a></blockquote>",410456635354931200,From: Rick Crawford (Representative from Arkansas),,twitter,"Happy birthday, @JohnBoozman, hope you have many more!"
858943927,1/9/2016 16:45:52,1854765411,1/9/2016 16:35:26,false,cf_internal,1.0,35909411,USA,NY,New York,216.165.95.5,national,neutral,information,,,H001063,"<blockquote class=""twitter-tweet"" width=""450""><p>Honoring our hometown heroes at the Green Hills #MemorialDay Observance. http://t.co/jdRhEVOWxL</p> Janice Hahn (@Rep_JaniceHahn) <a href='https://twitter.com/Rep_JaniceHahn/status/471021173287813120'>2014-05-26 16:12:53</a></blockquote>",471021173287813120,From: Janice Hahn (Representative from California),,twitter,Honoring our hometown heroes at the Green Hills #MemorialDay Observance. http://t.co/jdRhEVOWxL
858943930,1/12/2016 06:00:01,1856783761,1/12/2016 05:56:48,false,cf_internal,1.0,35962124,USA,NY,Brooklyn,74.73.227.51,constituency,partisan,"policy
constituency",,,C001098,"<blockquote class=""twitter-tweet"" width=""450""><p>Look at what the Great American Energy Renaissance has done for Midland, TX: jobless rate of just 2.9%! http://t.co/u2wnOVF2ME #MakeDCListen</p> Senator Ted Cruz (@SenTedCruz) <a href='https://twitter.com/SenTedCruz/status/500349642446737408'>2014-08-15 14:33:45</a></blockquote>",500349642446737408,From: Ted Cruz (Senator from Texas),,twitter,"Look at what the Great American Energy Renaissance has done for Midland, TX: jobless rate of just 2.9%! http://t.co/u2wnOVF2ME #MakeDCListen"
858943940,1/11/2016 16:28:10,1855924943,1/11/2016 16:11:55,false,cf_internal,1.0,35942814,USA,NY,New York,104.131.75.86,constituency,neutral,information,,,S001157,"<blockquote class=""twitter-tweet"" width=""450""><p>Next Stops for Farm Bill: Senate and House Floors - http://t.co/GmzruLjf85 http://t.co/vGfB52fWUm</p> David Scott (@repdavidscott) <a href='https://twitter.com/repdavidscott/status/335034294391144449'>2013-05-16 10:09:35</a></blockquote>",335034294391144449,From: David Scott (Representative from Georgia),,twitter,Next Stops for Farm Bill: Senate and House Floors - http://t.co/GmzruLjf85 http://t.co/vGfB52fWUm
858943948,1/10/2016 23:25:30,1855592419,1/10/2016 23:15:52,false,cf_internal,1.0,35941282,USA,NY,New York,216.165.95.79,national,neutral,support,,,G000289,"<blockquote class=""twitter-tweet"" width=""450""><p>Joined @ABAGrassroots this morning to share an update on the @HouseJudiciary Cmte's work this Congress. #ABADay</p> Bob Goodlatte (@RepGoodlatte) <a href='https://twitter.com/RepGoodlatte/status/324895091233796096'>2013-04-18 10:40:00</a></blockquote>",324895091233796096,From: Robert Goodlatte (Representative from Virginia),,twitter,Joined @ABAGrassroots this morning to share an update on the @HouseJudiciary Cmte's work this Congress. #ABADay
858943949,1/12/2016 05:22:23,1856730537,1/12/2016 05:19:22,false,cf_internal,1.0,35962124,USA,NY,Brooklyn,74.73.227.51,constituency,neutral,"information
support",,,H001038,"<blockquote class=""twitter-tweet"" width=""450""><p>POTUS mentions Bflo waterfront and construction</p> Brian Higgins (@RepBrianHiggins) <a href='https://twitter.com/RepBrianHiggins/status/370570500700774400'>2013-08-22 11:37:46</a></blockquote>",370570500700774400,From: Brian Higgins (Representative from New York),,twitter,POTUS mentions Bflo waterfront and construction
858943952,1/9/2016 23:47:00,1855041393,1/9/2016 23:42:59,false,cf_internal,1.0,35926774,USA,NY,New York,216.165.95.69,constituency,neutral,constituency,,,F000457,"<blockquote class=""twitter-tweet"" width=""450""><p>""I feel that if you don’t participate in the process, then you can’t complain.”  Rajan on why he volunteers: http://t.co/qOiXLCkhS1</p> Al Franken (@alfranken) <a href='https://twitter.com/alfranken/status/520600905079468032'>2014-10-10 11:45:02</a></blockquote>",520600905079468032,From: Al Franken (Senator from Minnesota),,twitter,"""I feel that if you don’t participate in the process, then you can’t complain.”  Rajan on why he volunteers: http://t.co/qOiXLCkhS1"
858943967,1/11/2016 17:14:28,1855947828,1/11/2016 17:10:47,false,cf_internal,1.0,35942814,USA,NY,New York,104.131.75.86,constituency,neutral,policy,,,L000580,"<blockquote class=""twitter-tweet"" width=""450""><p>""We shouldn't have to learn the ins and outs of the system through trial and error."" #VATownHall</p> MichelleLujanGrisham (@RepLujanGrisham) <a href='https://twitter.com/RepLujanGrisham/status/475414554080325633'>2014-06-07 19:10:37</a></blockquote>",475414554080325633,From: Michelle Lujan Grisham (Representative from New Mexico),,twitter,"""We shouldn't have to learn the ins and outs of the system through trial and error."" #VATownHall"
858943969,1/11/2016 17:17:42,1855949033,1/11/2016 17:14:30,false,cf_internal,1.0,35942814,USA,NY,New York,104.131.75.86,constituency,neutral,constituency,,,H000874,"<blockquote class=""twitter-tweet"" width=""450""><p>Hometown paper of @GOPLeader urges GOP to vote on clean continuing resolution to end #GOPShutdown #HoyerHeadlines http://t.co/dN4jR58iUk</p> Steny Hoyer (@WhipHoyer) <a href='https://twitter.com/WhipHoyer/status/385778383029678081'>2013-10-03 10:48:28</a></blockquote>",385778383029678081,From: Steny Hoyer (Representative from Maryland),,twitter,Hometown paper of @GOPLeader urges GOP to vote on clean continuing resolution to end #GOPShutdown #HoyerHeadlines http://t.co/dN4jR58iUk
